invoice_id,supplier_id,store_id,invoice_date,received_date,processed_date,invoice_amount,expected_amount,status,assigned_employee,processing_tat_days,discrepancy_amount,absolute_discrepancy,sla_breach
INV004733,SUP008,ST332,2016-06-20,2016-06-28,2016-06-29,2.49,2.49,Processed,EMP007,1,0.0,0.0,False
INV004734,SUP004,ST128,2016-06-20,2016-06-24,2016-06-25,192.37,200.24,Processed,EMP029,1,-7.87,7.87,False
INV004735,SUP004,ST219,2016-06-20,2016-06-26,2016-06-30,153.58,153.58,Processed Late,EMP003,4,0.0,0.0,True
INV004736,SUP012,ST155,2016-06-20,2016-06-24,2016-07-03,45.3,45.3,Pending / Delayed,EMP006,9,0.0,0.0,True
INV004737,SUP004,ST209,2016-06-20,2016-06-26,2016-06-27,53.6,53.6,Processed,EMP008,1,0.0,0.0,False
INV004738,SUP001,ST408,2016-06-20,2016-06-26,2016-06-27,487.98,487.98,Processed,EMP018,1,0.0,0.0,False
INV004739,SUP013,ST454,2016-06-20,2016-06-28,2016-07-01,751.91,751.91,Processed,EMP010,3,0.0,0.0,False
INV004740,SUP004,ST388,2016-06-20,2016-06-26,2016-06-29,6426.18,6426.18,Processed,EMP024,3,0.0,0.0,False
INV004741,SUP009,ST312,2016-06-20,2016-06-26,2016-07-03,989.64,989.64,Pending / Delayed,EMP027,7,0.0,0.0,True
INV004742,SUP014,ST039,2016-06-20,2016-06-27,2016-06-30,64.02,64.02,Processed,EMP024,3,0.0,0.0,False
INV004743,SUP003,ST508,2016-06-20,2016-06-27,2016-06-30,30.36,30.36,Processed,EMP025,3,0.0,0.0,False
INV004744,SUP013,ST376,2016-06-20,2016-06-27,2016-07-02,178.8,178.8,Processed Late,EMP003,5,0.0,0.0,True
INV004745,SUP003,ST381,2016-06-20,2016-06-26,2016-06-28,72.6,72.6,Processed,EMP030,2,0.0,0.0,False
INV004746,SUP001,ST041,2016-06-20,2016-06-23,2016-06-24,25.8,25.8,Processed,EMP009,1,0.0,0.0,False
INV004747,SUP009,ST366,2016-06-20,2016-06-24,2016-06-26,36.68,36.68,Processed,EMP013,2,0.0,0.0,False
INV004748,SUP012,ST073,2016-06-20,2016-06-28,2016-06-30,463.5,463.5,Processed,EMP007,2,0.0,0.0,False
INV004749,SUP010,ST498,2016-06-20,2016-06-27,2016-06-28,252.96,252.96,Processed,EMP023,1,0.0,0.0,False
INV004750,SUP004,ST602,2016-06-20,2016-06-28,2016-07-01,7.7,7.7,Processed,EMP024,3,0.0,0.0,False
INV004751,SUP014,ST555,2016-06-20,2016-06-27,2016-07-07,242.08,242.08,Pending / Delayed,EMP016,10,0.0,0.0,True
INV004752,SUP015,ST519,2016-06-20,2016-06-27,2016-07-01,11.8,11.8,Processed Late,EMP004,4,0.0,0.0,True
INV004753,SUP015,ST323,2016-06-20,2016-06-25,2016-06-27,769.2,769.2,Processed,EMP006,2,0.0,0.0,False
INV004754,SUP013,ST213,2016-06-20,2016-06-28,2016-07-01,35.46,37.73,Processed,EMP029,3,-2.27,2.27,False
INV004755,SUP007,ST304,2016-06-20,2016-06-28,2016-07-03,1944.6,1944.6,Processed Late,EMP013,5,0.0,0.0,True
INV004756,SUP010,ST264,2016-06-20,2016-06-25,2016-07-07,503.94,503.94,Pending / Delayed,EMP015,12,0.0,0.0,True
INV004757,SUP012,ST562,2016-06-20,2016-06-23,2016-06-24,78.66,78.66,Processed,EMP011,1,0.0,0.0,False
INV004758,SUP002,ST107,2016-06-20,2016-06-26,2016-06-29,108.49,108.49,Processed,EMP026,3,0.0,0.0,False
INV004759,SUP006,ST234,2016-06-20,2016-06-27,2016-06-29,126.28,126.28,Processed,EMP028,2,0.0,0.0,False
INV004760,SUP003,ST462,2016-06-20,2016-06-24,2016-06-27,54.48,54.48,Processed,EMP028,3,0.0,0.0,False
INV004761,SUP004,ST606,2016-06-20,2016-06-28,2016-06-30,86.66,86.66,Processed,EMP028,2,0.0,0.0,False
INV004762,SUP005,ST177,2016-06-20,2016-06-25,2016-06-27,224.73,224.73,Processed,EMP005,2,0.0,0.0,False
INV004763,SUP012,ST517,2016-06-20,2016-06-23,2016-06-28,23.73,23.38,Processed Late,EMP009,5,0.35,0.35,True
INV004764,SUP009,ST145,2016-06-20,2016-06-24,2016-07-03,2065.14,2065.14,Pending / Delayed,EMP017,9,0.0,0.0,True
INV004765,SUP009,ST495,2016-06-20,2016-06-24,2016-07-06,33.64,31.52,Pending / Delayed,EMP013,12,2.12,2.12,True
INV004766,SUP005,ST070,2016-06-20,2016-06-25,2016-07-01,23.37,23.37,Processed Late,EMP015,6,0.0,0.0,True
INV004767,SUP002,ST205,2016-06-20,2016-06-27,2016-06-28,550.95,550.95,Processed,EMP010,1,0.0,0.0,False
INV004768,SUP008,ST589,2016-06-20,2016-06-25,2016-06-26,322.14,322.14,Processed,EMP020,1,0.0,0.0,False
INV004769,SUP013,ST333,2016-06-20,2016-06-25,2016-06-30,39.3,39.3,Processed Late,EMP012,5,0.0,0.0,True
INV004770,SUP010,ST397,2016-06-20,2016-06-26,2016-07-02,17.44,17.44,Processed Late,EMP004,6,0.0,0.0,True
INV004771,SUP001,ST456,2016-06-20,2016-06-26,2016-06-28,1653.95,1653.95,Processed,EMP013,2,0.0,0.0,False
INV004772,SUP001,ST557,2016-06-20,2016-06-24,2016-06-27,14.84,14.84,Processed,EMP019,3,0.0,0.0,False
INV004773,SUP007,ST411,2016-06-20,2016-06-23,2016-06-25,45.54,45.54,Processed,EMP018,2,0.0,0.0,False
INV004774,SUP006,ST327,2016-06-20,2016-06-25,2016-06-29,521.35,521.35,Processed Late,EMP007,4,0.0,0.0,True
INV004775,SUP005,ST339,2016-06-20,2016-06-28,2016-07-01,27.0,27.0,Processed,EMP027,3,0.0,0.0,False
INV004776,SUP006,ST336,2016-06-20,2016-06-25,2016-06-28,111.52,113.4,Processed,EMP027,3,-1.88,1.88,False
INV004777,SUP003,ST261,2016-06-20,2016-06-25,2016-06-28,26.65,26.65,Processed,EMP010,3,0.0,0.0,False
INV004778,SUP001,ST396,2016-06-20,2016-06-28,2016-07-02,1003.6,1003.6,Processed Late,EMP014,4,0.0,0.0,True
INV004779,SUP013,ST425,2016-06-20,2016-06-24,2016-06-26,27.36,27.36,Processed,EMP023,2,0.0,0.0,False
INV004780,SUP001,ST366,2016-06-20,2016-06-26,2016-06-29,204.6,204.6,Processed,EMP021,3,0.0,0.0,False
INV004781,SUP006,ST110,2016-06-20,2016-06-26,2016-06-28,56.0,56.0,Processed,EMP005,2,0.0,0.0,False
INV004782,SUP005,ST071,2016-06-20,2016-06-27,2016-06-29,3534.69,3823.6,Processed,EMP020,2,-288.91,288.91,False
INV004783,SUP001,ST148,2016-06-20,2016-06-28,2016-07-01,62.9,62.9,Processed,EMP011,3,0.0,0.0,False
INV004784,SUP009,ST437,2016-06-20,2016-06-25,2016-06-27,2189.52,2189.52,Processed,EMP009,2,0.0,0.0,False
INV004785,SUP014,ST482,2016-06-20,2016-06-23,2016-06-24,279.42,262.44,Processed,EMP024,1,16.98,16.98,False
INV004786,SUP004,ST419,2016-06-20,2016-06-26,2016-07-06,7.92,7.92,Pending / Delayed,EMP022,10,0.0,0.0,True
INV004787,SUP005,ST158,2016-06-20,2016-06-28,2016-06-29,1584.77,1584.77,Processed,EMP025,1,0.0,0.0,False
INV004788,SUP001,ST341,2016-06-20,2016-06-23,2016-06-25,2309.85,2309.85,Processed,EMP023,2,0.0,0.0,False
INV004789,SUP010,ST285,2016-06-20,2016-06-26,2016-07-01,46.55,46.55,Processed Late,EMP014,5,0.0,0.0,True
INV004790,SUP001,ST598,2016-06-20,2016-06-26,2016-07-01,93.5,93.5,Processed Late,EMP025,5,0.0,0.0,True
INV004791,SUP008,ST611,2016-06-20,2016-06-24,2016-06-25,715.32,715.32,Processed,EMP021,1,0.0,0.0,False
INV004792,SUP003,ST280,2016-06-20,2016-06-28,2016-06-29,83.4,83.4,Processed,EMP030,1,0.0,0.0,False
INV004793,SUP004,ST372,2016-06-20,2016-06-27,2016-07-02,450.87,450.87,Processed Late,EMP016,5,0.0,0.0,True
INV004794,SUP005,ST326,2016-06-20,2016-06-25,2016-06-28,1131.0,1131.0,Processed,EMP005,3,0.0,0.0,False
INV004795,SUP013,ST387,2016-06-20,2016-06-28,2016-07-02,42.16,42.16,Processed Late,EMP014,4,0.0,0.0,True
INV004796,SUP001,ST587,2016-06-20,2016-06-26,2016-07-08,1792.8,1792.8,Pending / Delayed,EMP012,12,0.0,0.0,True
INV004797,SUP011,ST020,2016-06-20,2016-06-24,2016-06-27,73.8,73.8,Processed,EMP029,3,0.0,0.0,False
INV004798,SUP011,ST443,2016-06-20,2016-06-24,2016-06-27,170.81,170.81,Processed,EMP030,3,0.0,0.0,False
INV004799,SUP011,ST046,2016-06-20,2016-06-28,2016-06-30,179.2,179.2,Processed,EMP004,2,0.0,0.0,False
INV004800,SUP010,ST144,2016-06-20,2016-06-25,2016-07-04,1540.11,1540.11,Pending / Delayed,EMP020,9,0.0,0.0,True
INV004801,SUP014,ST018,2016-07-05,2016-07-08,2016-07-11,1192.06,1112.9,Processed,EMP024,3,79.16,79.16,False
INV004802,SUP004,ST099,2016-07-05,2016-07-10,2016-07-13,2083.29,2083.29,Processed,EMP027,3,0.0,0.0,False
INV004803,SUP008,ST293,2016-07-05,2016-07-09,2016-07-13,565.6,565.6,Processed Late,EMP009,4,0.0,0.0,True
INV004804,SUP006,ST117,2016-07-05,2016-07-08,2016-07-11,33.92,33.92,Processed,EMP023,3,0.0,0.0,False
INV004805,SUP012,ST274,2016-07-05,2016-07-11,2016-07-14,879.12,879.12,Processed,EMP011,3,0.0,0.0,False
INV004806,SUP009,ST535,2016-07-05,2016-07-13,2016-07-19,211.33,211.33,Processed Late,EMP025,6,0.0,0.0,True
INV004807,SUP009,ST406,2016-07-05,2016-07-13,2016-07-15,25.92,25.92,Processed,EMP009,2,0.0,0.0,False
INV004808,SUP007,ST163,2016-07-05,2016-07-11,2016-07-13,74.8,74.8,Processed,EMP023,2,0.0,0.0,False
INV004809,SUP015,ST440,2016-07-05,2016-07-13,2016-07-18,28.35,28.35,Processed Late,EMP012,5,0.0,0.0,True
INV004810,SUP007,ST287,2016-07-05,2016-07-09,2016-07-11,47.49,44.85,Processed,EMP011,2,2.64,2.64,False
INV004811,SUP005,ST529,2016-07-05,2016-07-13,2016-07-15,24.75,24.75,Processed,EMP027,2,0.0,0.0,False
INV004812,SUP001,ST394,2016-07-05,2016-07-10,2016-07-14,665.12,665.12,Processed Late,EMP015,4,0.0,0.0,True
INV004813,SUP011,ST089,2016-07-05,2016-07-08,2016-07-09,1441.0,1441.0,Processed,EMP007,1,0.0,0.0,False
INV004814,SUP013,ST093,2016-07-05,2016-07-08,2016-07-12,240.84,240.84,Processed Late,EMP003,4,0.0,0.0,True
INV004815,SUP013,ST151,2016-07-05,2016-07-08,2016-07-16,43.02,43.02,Pending / Delayed,EMP027,8,0.0,0.0,True
INV004816,SUP010,ST320,2016-07-05,2016-07-10,2016-07-11,30.03,30.03,Processed,EMP028,1,0.0,0.0,False
INV004817,SUP001,ST431,2016-07-05,2016-07-10,2016-07-11,1802.34,1802.34,Processed,EMP021,1,0.0,0.0,False
INV004818,SUP003,ST226,2016-07-05,2016-07-10,2016-07-16,1495.23,1414.26,Processed Late,EMP010,6,80.97,80.97,True
INV004819,SUP010,ST028,2016-07-05,2016-07-13,2016-07-15,242.08,242.08,Processed,EMP019,2,0.0,0.0,False
INV004820,SUP014,ST587,2016-07-05,2016-07-11,2016-07-12,1099.62,1099.62,Processed,EMP009,1,0.0,0.0,False
INV004821,SUP005,ST556,2016-07-05,2016-07-11,2016-07-13,346.2,346.2,Processed,EMP002,2,0.0,0.0,False
INV004822,SUP008,ST458,2016-07-05,2016-07-10,2016-07-19,953.8,953.8,Pending / Delayed,EMP029,9,0.0,0.0,True
INV004823,SUP013,ST456,2016-07-05,2016-07-10,2016-07-14,20.4,20.4,Processed Late,EMP021,4,0.0,0.0,True
INV004824,SUP010,ST538,2016-07-05,2016-07-12,2016-07-17,18.96,18.96,Processed Late,EMP015,5,0.0,0.0,True
INV004825,SUP011,ST041,2016-07-05,2016-07-12,2016-07-15,365.37,365.37,Processed,EMP007,3,0.0,0.0,False
INV004826,SUP002,ST362,2016-07-05,2016-07-08,2016-07-14,817.74,794.08,Processed Late,EMP015,6,23.66,23.66,True
INV004827,SUP001,ST572,2016-07-05,2016-07-13,2016-07-14,1650.36,1650.36,Processed,EMP019,1,0.0,0.0,False
INV004828,SUP010,ST400,2016-07-05,2016-07-09,2016-07-20,136.63,136.63,Pending / Delayed,EMP020,11,0.0,0.0,True
INV004829,SUP005,ST564,2016-07-05,2016-07-13,2016-07-15,1099.34,1099.34,Processed,EMP020,2,0.0,0.0,False
INV004830,SUP001,ST160,2016-07-05,2016-07-12,2016-07-15,95.7,95.7,Processed,EMP020,3,0.0,0.0,False
INV004831,SUP003,ST244,2016-07-05,2016-07-12,2016-07-15,436.22,436.22,Processed,EMP022,3,0.0,0.0,False
INV004832,SUP015,ST618,2016-07-05,2016-07-12,2016-07-15,46.45,43.05,Processed,EMP015,3,3.4,3.4,False
INV004833,SUP009,ST560,2016-07-05,2016-07-13,2016-07-15,736.08,736.08,Processed,EMP012,2,0.0,0.0,False
INV004834,SUP009,ST536,2016-07-05,2016-07-11,2016-07-12,5789.8,5789.8,Processed,EMP019,1,0.0,0.0,False
INV004835,SUP003,ST028,2016-07-05,2016-07-08,2016-07-14,425.05,425.05,Processed Late,EMP007,6,0.0,0.0,True
INV004836,SUP013,ST611,2016-07-05,2016-07-12,2016-07-14,56.42,56.42,Processed,EMP019,2,0.0,0.0,False
INV004837,SUP010,ST136,2016-07-05,2016-07-09,2016-07-20,979.1,979.1,Pending / Delayed,EMP022,11,0.0,0.0,True
INV004838,SUP003,ST397,2016-07-05,2016-07-13,2016-07-16,409.56,409.56,Processed,EMP019,3,0.0,0.0,False
INV004839,SUP015,ST524,2016-07-05,2016-07-09,2016-07-13,134.55,134.55,Processed Late,EMP020,4,0.0,0.0,True
INV004840,SUP008,ST048,2016-07-05,2016-07-08,2016-07-13,100.1,100.1,Processed Late,EMP017,5,0.0,0.0,True
INV004841,SUP008,ST336,2016-07-05,2016-07-08,2016-07-14,24.84,24.84,Processed Late,EMP006,6,0.0,0.0,True
INV004842,SUP013,ST231,2016-07-05,2016-07-09,2016-07-12,36.9,36.9,Processed,EMP003,3,0.0,0.0,False
INV004843,SUP001,ST499,2016-07-05,2016-07-08,2016-07-09,262.99,262.99,Processed,EMP027,1,0.0,0.0,False
INV004844,SUP014,ST224,2016-07-05,2016-07-09,2016-07-10,104.0,104.0,Processed,EMP029,1,0.0,0.0,False
INV004845,SUP001,ST326,2016-07-05,2016-07-08,2016-07-09,23.28,23.28,Processed,EMP026,1,0.0,0.0,False
INV004846,SUP011,ST096,2016-07-05,2016-07-08,2016-07-10,7.1,7.08,Processed,EMP012,2,0.02,0.02,False
INV004847,SUP012,ST287,2016-07-05,2016-07-08,2016-07-14,142.32,153.9,Processed Late,EMP019,6,-11.58,11.58,True
INV004848,SUP009,ST551,2016-07-05,2016-07-13,2016-07-25,3261.83,3261.83,Pending / Delayed,EMP012,12,0.0,0.0,True
INV004849,SUP005,ST495,2016-07-05,2016-07-11,2016-07-14,12.72,12.72,Processed,EMP012,3,0.0,0.0,False
INV004850,SUP015,ST233,2016-07-05,2016-07-08,2016-07-10,173.3,173.3,Processed,EMP015,2,0.0,0.0,False
INV004851,SUP009,ST455,2016-07-05,2016-07-08,2016-07-16,144.33,144.33,Pending / Delayed,EMP010,8,0.0,0.0,True
INV004852,SUP013,ST547,2016-07-05,2016-07-12,2016-07-13,60.62,60.62,Processed,EMP021,1,0.0,0.0,False
INV004853,SUP008,ST462,2016-07-05,2016-07-13,2016-07-14,36.45,36.45,Processed,EMP014,1,0.0,0.0,False
INV004854,SUP015,ST146,2016-07-05,2016-07-11,2016-07-17,705.85,705.85,Processed Late,EMP002,6,0.0,0.0,True
INV004855,SUP011,ST274,2016-07-05,2016-07-13,2016-07-15,380.05,380.05,Processed,EMP025,2,0.0,0.0,False
INV004856,SUP007,ST485,2016-07-05,2016-07-12,2016-07-16,210.6,210.6,Processed Late,EMP003,4,0.0,0.0,True
INV004857,SUP013,ST238,2016-07-05,2016-07-08,2016-07-18,16.55,15.95,Pending / Delayed,EMP020,10,0.6,0.6,True
INV004858,SUP014,ST023,2016-07-05,2016-07-11,2016-07-13,84.6,84.6,Processed,EMP024,2,0.0,0.0,False
INV004859,SUP010,ST327,2016-07-05,2016-07-10,2016-07-12,774.72,774.72,Processed,EMP010,2,0.0,0.0,False
INV004860,SUP004,ST122,2016-07-05,2016-07-08,2016-07-15,125.97,125.97,Pending / Delayed,EMP005,7,0.0,0.0,True
INV004861,SUP012,ST165,2016-07-05,2016-07-11,2016-07-16,161.16,161.16,Processed Late,EMP027,5,0.0,0.0,True
INV004862,SUP004,ST107,2016-07-05,2016-07-11,2016-07-14,20.88,20.88,Processed,EMP016,3,0.0,0.0,False
INV004863,SUP004,ST039,2016-07-05,2016-07-11,2016-07-12,56.05,56.05,Processed,EMP005,1,0.0,0.0,False
INV004864,SUP006,ST312,2016-07-05,2016-07-13,2016-07-21,27.97,26.52,Pending / Delayed,EMP018,8,1.45,1.45,True
INV004865,SUP005,ST093,2016-07-05,2016-07-10,2016-07-12,70.05,70.65,Processed,EMP017,2,-0.6,0.6,False
INV004866,SUP006,ST261,2016-07-05,2016-07-12,2016-07-21,6.63,6.63,Pending / Delayed,EMP026,9,0.0,0.0,True
INV004867,SUP007,ST025,2016-07-05,2016-07-12,2016-07-13,615.6,615.6,Processed,EMP010,1,0.0,0.0,False
INV004868,SUP007,ST483,2016-07-05,2016-07-10,2016-07-15,74.47,74.47,Processed Late,EMP026,5,0.0,0.0,True
INV004869,SUP006,ST587,2016-07-05,2016-07-11,2016-07-12,121.8,121.8,Processed,EMP003,1,0.0,0.0,False
INV004870,SUP015,ST499,2016-07-05,2016-07-11,2016-07-14,511.28,511.28,Processed,EMP006,3,0.0,0.0,False
INV004871,SUP008,ST004,2016-07-05,2016-07-11,2016-07-12,13.25,13.25,Processed,EMP027,1,0.0,0.0,False
INV004872,SUP002,ST526,2016-07-05,2016-07-12,2016-07-15,880.88,880.88,Processed,EMP020,3,0.0,0.0,False
INV004873,SUP011,ST294,2016-07-05,2016-07-12,2016-07-14,2603.4,2603.4,Processed,EMP025,2,0.0,0.0,False
INV004874,SUP011,ST492,2016-07-05,2016-07-12,2016-07-17,27.39,27.39,Processed Late,EMP027,5,0.0,0.0,True
INV004875,SUP005,ST576,2016-07-05,2016-07-12,2016-07-17,82.24,88.92,Processed Late,EMP006,5,-6.68,6.68,True
INV004876,SUP005,ST027,2016-07-05,2016-07-09,2016-07-15,519.69,519.69,Processed Late,EMP022,6,0.0,0.0,True
INV004877,SUP005,ST248,2016-07-05,2016-07-11,2016-07-14,11.04,11.04,Processed,EMP016,3,0.0,0.0,False
INV004878,SUP007,ST357,2016-07-05,2016-07-09,2016-07-17,139.38,139.38,Pending / Delayed,EMP023,8,0.0,0.0,True
INV004879,SUP014,ST192,2016-07-05,2016-07-11,2016-07-16,65.8,65.8,Processed Late,EMP026,5,0.0,0.0,True
INV004880,SUP008,ST471,2016-07-05,2016-07-11,2016-07-14,263.28,263.28,Processed,EMP015,3,0.0,0.0,False
INV004881,SUP007,ST446,2016-07-20,2016-07-27,2016-07-28,900.06,900.06,Processed,EMP008,1,0.0,0.0,False
INV004882,SUP012,ST404,2016-07-20,2016-07-25,2016-07-26,1475.4,1475.4,Processed,EMP020,1,0.0,0.0,False
INV004883,SUP015,ST033,2016-07-20,2016-07-27,2016-07-28,32.9,32.9,Processed,EMP016,1,0.0,0.0,False
INV004884,SUP012,ST226,2016-07-20,2016-07-26,2016-07-27,42.6,42.6,Processed,EMP024,1,0.0,0.0,False
INV004885,SUP002,ST214,2016-07-20,2016-07-26,2016-07-27,919.6,919.6,Processed,EMP030,1,0.0,0.0,False
INV004886,SUP007,ST500,2016-07-20,2016-07-28,2016-07-30,25.27,25.27,Processed,EMP025,2,0.0,0.0,False
INV004887,SUP014,ST464,2016-07-20,2016-07-27,2016-07-30,392.74,392.74,Processed,EMP006,3,0.0,0.0,False
INV004888,SUP005,ST283,2016-07-20,2016-07-28,2016-07-29,26.52,26.52,Processed,EMP020,1,0.0,0.0,False
INV004889,SUP010,ST169,2016-07-20,2016-07-25,2016-07-26,71.87,69.5,Processed,EMP026,1,2.37,2.37,False
INV004890,SUP005,ST405,2016-07-20,2016-07-26,2016-07-29,85.02,85.02,Processed,EMP029,3,0.0,0.0,False
INV004891,SUP013,ST386,2016-07-20,2016-07-26,2016-07-28,120.23,120.23,Processed,EMP007,2,0.0,0.0,False
INV004892,SUP008,ST132,2016-07-20,2016-07-23,2016-07-28,64.03,64.03,Processed Late,EMP007,5,0.0,0.0,True
INV004893,SUP013,ST366,2016-07-20,2016-07-28,2016-07-29,35.84,35.84,Processed,EMP013,1,0.0,0.0,False
INV004894,SUP013,ST162,2016-07-20,2016-07-23,2016-07-25,138.48,138.48,Processed,EMP007,2,0.0,0.0,False
INV004895,SUP015,ST270,2016-07-20,2016-07-25,2016-07-30,608.48,608.48,Processed Late,EMP016,5,0.0,0.0,True
INV004896,SUP015,ST561,2016-07-20,2016-07-26,2016-07-29,58.65,58.65,Processed,EMP011,3,0.0,0.0,False
INV004897,SUP006,ST352,2016-07-20,2016-07-24,2016-07-29,31.85,31.85,Processed Late,EMP011,5,0.0,0.0,True
INV004898,SUP013,ST278,2016-07-20,2016-07-23,2016-07-26,1347.12,1347.12,Processed,EMP017,3,0.0,0.0,False
INV004899,SUP007,ST493,2016-07-20,2016-07-23,2016-08-01,1057.29,1074.6,Pending / Delayed,EMP013,9,-17.31,17.31,True
INV004900,SUP004,ST587,2016-07-20,2016-07-26,2016-07-27,61.37,61.37,Processed,EMP002,1,0.0,0.0,False
INV004901,SUP004,ST068,2016-07-20,2016-07-24,2016-07-26,448.97,448.97,Processed,EMP022,2,0.0,0.0,False
INV004902,SUP012,ST086,2016-07-20,2016-07-24,2016-08-04,33.5,33.5,Pending / Delayed,EMP015,11,0.0,0.0,True
INV004903,SUP014,ST203,2016-07-20,2016-07-25,2016-07-30,54.4,54.4,Processed Late,EMP022,5,0.0,0.0,True
INV004904,SUP012,ST603,2016-07-20,2016-07-23,2016-07-29,262.47,263.08,Processed Late,EMP019,6,-0.61,0.61,True
INV004905,SUP014,ST325,2016-07-20,2016-07-24,2016-07-26,62.1,62.1,Processed,EMP026,2,0.0,0.0,False
INV004906,SUP001,ST297,2016-07-20,2016-07-24,2016-07-27,1343.99,1245.6,Processed,EMP028,3,98.39,98.39,False
INV004907,SUP008,ST508,2016-07-20,2016-07-25,2016-07-31,809.35,869.76,Processed Late,EMP008,6,-60.41,60.41,True
INV004908,SUP001,ST542,2016-07-20,2016-07-28,2016-08-04,282.45,282.45,Pending / Delayed,EMP002,7,0.0,0.0,True
INV004909,SUP012,ST549,2016-07-20,2016-07-23,2016-08-03,4.41,4.41,Pending / Delayed,EMP002,11,0.0,0.0,True
INV004910,SUP010,ST087,2016-07-20,2016-07-24,2016-07-28,42.96,42.96,Processed Late,EMP005,4,0.0,0.0,True
INV004911,SUP007,ST493,2016-07-20,2016-07-28,2016-07-29,106.49,112.12,Processed,EMP019,1,-5.63,5.63,False
INV004912,SUP013,ST016,2016-07-20,2016-07-28,2016-08-07,8.96,8.96,Pending / Delayed,EMP017,10,0.0,0.0,True
INV004913,SUP008,ST100,2016-07-20,2016-07-23,2016-07-24,135.66,135.66,Processed,EMP021,1,0.0,0.0,False
INV004914,SUP006,ST434,2016-07-20,2016-07-23,2016-07-29,115.36,115.36,Processed Late,EMP003,6,0.0,0.0,True
INV004915,SUP014,ST055,2016-07-20,2016-07-25,2016-07-27,576.24,576.24,Processed,EMP019,2,0.0,0.0,False
INV004916,SUP001,ST147,2016-07-20,2016-07-25,2016-07-31,65.93,65.93,Processed Late,EMP007,6,0.0,0.0,True
INV004917,SUP004,ST074,2016-07-20,2016-07-23,2016-07-25,38.6,38.6,Processed,EMP029,2,0.0,0.0,False
INV004918,SUP004,ST013,2016-07-20,2016-07-27,2016-07-31,33.46,33.46,Processed Late,EMP015,4,0.0,0.0,True
INV004919,SUP001,ST190,2016-07-20,2016-07-28,2016-07-30,7.44,7.44,Processed,EMP011,2,0.0,0.0,False
INV004920,SUP012,ST344,2016-07-20,2016-07-26,2016-07-28,25.68,25.68,Processed,EMP006,2,0.0,0.0,False
INV004921,SUP003,ST173,2016-07-20,2016-07-25,2016-07-27,27.6,27.6,Processed,EMP030,2,0.0,0.0,False
INV004922,SUP013,ST158,2016-07-20,2016-07-23,2016-07-29,543.65,543.65,Processed Late,EMP028,6,0.0,0.0,True
INV004923,SUP002,ST323,2016-07-20,2016-07-28,2016-07-30,166.8,166.8,Processed,EMP016,2,0.0,0.0,False
INV004924,SUP010,ST146,2016-07-20,2016-07-24,2016-07-28,352.44,352.44,Processed Late,EMP002,4,0.0,0.0,True
INV004925,SUP004,ST211,2016-07-20,2016-07-24,2016-07-28,1722.56,1722.56,Processed Late,EMP007,4,0.0,0.0,True
INV004926,SUP003,ST285,2016-07-20,2016-07-23,2016-07-25,271.62,271.62,Processed,EMP003,2,0.0,0.0,False
INV004927,SUP010,ST134,2016-07-20,2016-07-27,2016-07-30,4321.2,4321.2,Processed,EMP026,3,0.0,0.0,False
INV004928,SUP007,ST144,2016-07-20,2016-07-24,2016-07-27,13.17,12.39,Processed,EMP029,3,0.78,0.78,False
INV004929,SUP002,ST213,2016-07-20,2016-07-25,2016-07-26,3.54,3.54,Processed,EMP007,1,0.0,0.0,False
INV004930,SUP010,ST104,2016-07-20,2016-07-25,2016-07-28,1212.09,1212.09,Processed,EMP015,3,0.0,0.0,False
INV004931,SUP009,ST388,2016-07-20,2016-07-23,2016-07-26,786.38,786.38,Processed,EMP026,3,0.0,0.0,False
INV004932,SUP012,ST613,2016-07-20,2016-07-26,2016-07-29,24.84,25.12,Processed,EMP009,3,-0.28,0.28,False
INV004933,SUP006,ST130,2016-07-20,2016-07-24,2016-08-02,4298.55,4298.55,Pending / Delayed,EMP003,9,0.0,0.0,True
INV004934,SUP005,ST306,2016-07-20,2016-07-27,2016-07-28,141.89,141.89,Processed,EMP013,1,0.0,0.0,False
INV004935,SUP003,ST271,2016-07-20,2016-07-25,2016-07-28,87.0,87.0,Processed,EMP006,3,0.0,0.0,False
INV004936,SUP005,ST179,2016-07-20,2016-07-25,2016-07-26,22.95,22.95,Processed,EMP002,1,0.0,0.0,False
INV004937,SUP004,ST448,2016-07-20,2016-07-25,2016-07-27,430.6,430.6,Processed,EMP001,2,0.0,0.0,False
INV004938,SUP014,ST249,2016-07-20,2016-07-25,2016-07-27,4391.1,4391.1,Processed,EMP025,2,0.0,0.0,False
INV004939,SUP011,ST370,2016-07-20,2016-07-27,2016-07-29,195.2,195.2,Processed,EMP019,2,0.0,0.0,False
INV004940,SUP006,ST415,2016-07-20,2016-07-24,2016-07-25,90.27,90.27,Processed,EMP013,1,0.0,0.0,False
INV004941,SUP007,ST380,2016-07-20,2016-07-27,2016-08-05,1671.92,1562.68,Pending / Delayed,EMP017,9,109.24,109.24,True
INV004942,SUP013,ST400,2016-07-20,2016-07-23,2016-07-24,434.09,425.32,Processed,EMP027,1,8.77,8.77,False
INV004943,SUP009,ST063,2016-07-20,2016-07-28,2016-07-29,21.6,21.6,Processed,EMP017,1,0.0,0.0,False
INV004944,SUP005,ST485,2016-07-20,2016-07-23,2016-08-02,109.05,109.05,Pending / Delayed,EMP026,10,0.0,0.0,True
