purchase_id,purchase_date,store_id,supplier_id,product_id,quantity,unit_cost,expected_delivery,actual_delivery,delivery_status,purchase_value
PUR003798,2015-12-20,ST284,SUP001,OFF-BI-10003784,3,0.9,2015-12-24,2015-12-24,On Time,2.7
PUR003799,2015-12-20,ST510,SUP008,TEC-PH-10001750,6,44.61,2015-12-25,2015-12-30,Late,267.65999999999997
PUR003800,2015-12-20,ST250,SUP002,OFF-PA-10001622,6,2.59,2015-12-25,2015-12-29,Late,15.54
PUR003801,2015-12-20,ST134,SUP013,OFF-BI-10003291,8,4.2,2015-12-27,2015-12-26,Early,33.6
PUR003802,2015-12-20,ST417,SUP001,FUR-TA-10003748,15,93.91,2015-12-25,2015-12-27,Late,1408.6499999999999
PUR003803,2015-12-20,ST059,SUP014,OFF-BI-10002071,8,2.83,2015-12-25,2015-12-29,Late,22.64
PUR003804,2015-12-20,ST468,SUP008,OFF-BI-10002827,9,3.25,2015-12-26,2015-12-27,Late,29.25
PUR003805,2015-12-20,ST626,SUP002,OFF-ST-10001780,14,532.09,2015-12-27,2015-12-27,On Time,7449.26
PUR003806,2015-12-20,ST024,SUP011,OFF-BI-10002072,6,4.58,2015-12-24,2015-12-27,Late,27.48
PUR003807,2015-12-20,ST076,SUP015,OFF-BI-10001636,4,4.48,2015-12-26,2015-12-27,Late,17.92
PUR003808,2015-12-20,ST163,SUP001,OFF-PA-10003673,14,3.93,2015-12-27,2015-12-31,Late,55.02
PUR003809,2015-12-20,ST030,SUP013,TEC-MA-10000752,18,7.36,2015-12-25,2015-12-25,On Time,132.48000000000002
PUR003810,2015-12-20,ST397,SUP002,OFF-FA-10000254,19,5.01,2015-12-26,2015-12-26,On Time,95.19
PUR003811,2015-12-20,ST208,SUP013,TEC-AC-10000303,6,27.15,2015-12-23,2015-12-25,Late,162.89999999999998
PUR003812,2015-12-20,ST376,SUP001,FUR-TA-10004086,17,60.55,2015-12-26,2015-12-29,Late,1029.35
PUR003813,2015-12-20,ST403,SUP007,OFF-BI-10004876,13,1.55,2015-12-26,2015-12-31,Late,20.150000000000002
PUR003814,2015-12-20,ST404,SUP012,OFF-PA-10004082,3,3.9,2015-12-24,2015-12-23,Early,11.7
PUR003815,2015-12-20,ST371,SUP007,TEC-PH-10003171,20,32.44,2015-12-25,2015-12-24,Early,648.8
PUR003816,2015-12-20,ST261,SUP013,FUR-CH-10003774,11,80.44,2015-12-25,2015-12-29,Late,884.8399999999999
PUR003817,2015-12-20,ST401,SUP007,FUR-CH-10001215,3,371.3,2015-12-24,2015-12-28,Late,1113.9
PUR003818,2015-12-20,ST231,SUP004,TEC-PH-10001459,11,317.3,2015-12-27,2015-12-29,Late,3490.3
PUR003819,2015-12-20,ST620,SUP011,TEC-MA-10001695,13,246.77,2015-12-26,2015-12-26,On Time,3208.01
PUR003820,2015-12-20,ST173,SUP014,FUR-TA-10004619,16,104.6,2015-12-26,2015-12-26,On Time,1673.6
PUR003821,2015-12-20,ST091,SUP002,TEC-PH-10002555,15,206.27,2015-12-25,2015-12-25,On Time,3094.05
PUR003822,2015-12-20,ST141,SUP007,OFF-BI-10001116,10,2.59,2015-12-25,2015-12-29,Late,25.9
PUR003823,2015-12-20,ST155,SUP005,OFF-BI-10003166,19,6.2,2015-12-23,2015-12-27,Late,117.8
PUR003824,2015-12-20,ST041,SUP011,TEC-AC-10000023,18,14.36,2015-12-27,2015-12-31,Late,258.48
PUR003825,2015-12-20,ST101,SUP010,OFF-PA-10001804,17,3.79,2015-12-27,2015-12-29,Late,64.43
PUR003826,2015-12-20,ST319,SUP012,TEC-PH-10002293,6,14.79,2015-12-23,2015-12-27,Late,88.74
PUR003827,2015-12-20,ST226,SUP005,OFF-BI-10001308,20,3.58,2015-12-24,2015-12-27,Late,71.6
PUR003828,2015-12-20,ST138,SUP015,OFF-ST-10001713,12,53.97,2015-12-25,2015-12-27,Late,647.64
PUR003829,2015-12-20,ST059,SUP011,TEC-PH-10002923,7,29.1,2015-12-25,2015-12-28,Late,203.70000000000002
PUR003830,2015-12-20,ST208,SUP005,FUR-FU-10000409,9,7.64,2015-12-23,2015-12-28,Late,68.75999999999999
PUR003831,2015-12-20,ST375,SUP012,OFF-LA-10004484,9,2.04,2015-12-27,2015-12-29,Late,18.36
PUR003832,2015-12-20,ST274,SUP012,OFF-ST-10002344,14,71.87,2015-12-25,2015-12-30,Late,1006.1800000000001
PUR003833,2015-12-20,ST578,SUP007,OFF-AR-10002399,16,2.65,2015-12-25,2015-12-27,Late,42.4
PUR003834,2015-12-20,ST601,SUP007,OFF-PA-10003441,12,3.57,2015-12-25,2015-12-29,Late,42.839999999999996
PUR003835,2015-12-20,ST246,SUP006,OFF-AR-10000799,12,4.7,2015-12-26,2015-12-27,Late,56.400000000000006
PUR003836,2015-12-20,ST278,SUP014,OFF-FA-10001332,20,1.52,2015-12-26,2015-12-28,Late,30.4
PUR003837,2015-12-20,ST066,SUP013,TEC-PH-10004071,18,7.12,2015-12-26,2015-12-26,On Time,128.16
PUR003838,2015-12-20,ST352,SUP003,FUR-CH-10001394,10,227.34,2015-12-25,2015-12-26,Late,2273.4
PUR003839,2015-12-20,ST009,SUP015,OFF-ST-10004123,2,91.63,2015-12-27,2015-12-28,Late,183.26
PUR003840,2015-12-20,ST350,SUP014,OFF-BI-10003984,11,15.15,2015-12-24,2015-12-29,Late,166.65
PUR003841,2016-01-05,ST381,SUP006,TEC-AC-10000865,14,49.91,2016-01-12,2016-01-14,Late,698.74
PUR003842,2016-01-05,ST187,SUP008,OFF-PA-10002195,14,2.84,2016-01-08,2016-01-13,Late,39.76
PUR003843,2016-01-05,ST283,SUP014,TEC-AC-10003038,9,6.54,2016-01-09,2016-01-09,On Time,58.86
PUR003844,2016-01-05,ST122,SUP010,OFF-AR-10001953,13,33.88,2016-01-10,2016-01-10,On Time,440.44000000000005
PUR003845,2016-01-05,ST293,SUP014,OFF-AR-10001374,14,4.07,2016-01-08,2016-01-12,Late,56.980000000000004
PUR003846,2016-01-05,ST201,SUP010,FUR-FU-10001876,10,21.41,2016-01-09,2016-01-14,Late,214.1
PUR003847,2016-01-05,ST120,SUP014,OFF-AR-10004648,7,16.01,2016-01-10,2016-01-15,Late,112.07000000000001
PUR003848,2016-01-05,ST058,SUP004,OFF-BI-10001120,12,1038.33,2016-01-11,2016-01-14,Late,12459.96
PUR003849,2016-01-05,ST469,SUP013,OFF-PA-10000477,15,2.76,2016-01-09,2016-01-08,Early,41.4
PUR003850,2016-01-05,ST125,SUP011,TEC-AC-10001772,2,8.83,2016-01-11,2016-01-14,Late,17.66
PUR003851,2016-01-05,ST124,SUP003,FUR-CH-10003379,13,231.68,2016-01-08,2016-01-09,Late,3011.84
PUR003852,2016-01-05,ST571,SUP015,OFF-AP-10001293,19,29.19,2016-01-10,2016-01-11,Late,554.61
PUR003853,2016-01-05,ST287,SUP014,OFF-AP-10003971,7,7.59,2016-01-09,2016-01-11,Late,53.129999999999995
PUR003854,2016-01-05,ST274,SUP005,OFF-SU-10001664,18,6.72,2016-01-11,2016-01-10,Early,120.96
PUR003855,2016-01-05,ST168,SUP011,OFF-ST-10001128,5,107.59,2016-01-08,2016-01-12,Late,537.95
PUR003856,2016-01-05,ST152,SUP006,OFF-AR-10004344,18,8.6,2016-01-09,2016-01-11,Late,154.79999999999998
PUR003857,2016-01-05,ST441,SUP010,OFF-FA-10000053,16,1.83,2016-01-11,2016-01-15,Late,29.28
PUR003858,2016-01-05,ST480,SUP004,OFF-ST-10004180,12,43.82,2016-01-08,2016-01-07,Early,525.84
PUR003859,2016-01-05,ST048,SUP011,OFF-ST-10002214,10,9.04,2016-01-10,2016-01-15,Late,90.39999999999999
PUR003860,2016-01-05,ST550,SUP015,TEC-AC-10002942,6,60.86,2016-01-08,2016-01-07,Early,365.15999999999997
PUR003861,2016-01-05,ST047,SUP009,OFF-SU-10000157,13,112.84,2016-01-08,2016-01-07,Early,1466.92
PUR003862,2016-01-05,ST183,SUP011,OFF-AR-10003504,6,3.03,2016-01-09,2016-01-08,Early,18.18
PUR003863,2016-01-05,ST200,SUP008,OFF-LA-10004545,11,6.22,2016-01-08,2016-01-10,Late,68.42
PUR003864,2016-01-05,ST588,SUP004,OFF-PA-10004947,2,2.4,2016-01-08,2016-01-13,Late,4.8
PUR003865,2016-01-05,ST089,SUP009,OFF-ST-10004459,8,375.33,2016-01-11,2016-01-11,On Time,3002.64
PUR003866,2016-01-05,ST388,SUP004,TEC-PH-10002584,3,411.77,2016-01-12,2016-01-13,Late,1235.31
PUR003867,2016-01-05,ST401,SUP009,TEC-AC-10003447,13,15.62,2016-01-09,2016-01-13,Late,203.06
PUR003868,2016-01-05,ST590,SUP003,OFF-AP-10002578,2,36.93,2016-01-11,2016-01-16,Late,73.86
PUR003869,2016-01-05,ST383,SUP012,TEC-AC-10003116,9,10.49,2016-01-12,2016-01-13,Late,94.41
PUR003870,2016-01-05,ST174,SUP003,OFF-AR-10000817,8,2.17,2016-01-09,2016-01-13,Late,17.36
PUR003871,2016-01-05,ST195,SUP010,OFF-BI-10004965,16,5.98,2016-01-12,2016-01-15,Late,95.68
PUR003872,2016-01-05,ST486,SUP006,OFF-BI-10001116,7,2.47,2016-01-09,2016-01-14,Late,17.290000000000003
PUR003873,2016-01-05,ST434,SUP004,OFF-ST-10002562,13,6.38,2016-01-11,2016-01-10,Early,82.94
PUR003874,2016-01-05,ST481,SUP001,OFF-ST-10003692,18,41.63,2016-01-11,2016-01-10,Early,749.34
PUR003875,2016-01-05,ST047,SUP008,OFF-PA-10004353,3,10.5,2016-01-12,2016-01-12,On Time,31.5
PUR003876,2016-01-05,ST124,SUP013,FUR-TA-10001039,14,64.99,2016-01-12,2016-01-17,Late,909.8599999999999
PUR003877,2016-01-05,ST391,SUP004,FUR-BO-10004695,7,148.55,2016-01-08,2016-01-07,Early,1039.8500000000001
PUR003878,2016-01-05,ST406,SUP003,OFF-BI-10001267,2,3.2,2016-01-08,2016-01-09,Late,6.4
PUR003879,2016-01-05,ST574,SUP009,OFF-EN-10002230,19,42.01,2016-01-09,2016-01-13,Late,798.1899999999999
PUR003880,2016-01-05,ST446,SUP008,OFF-AR-10003903,4,33.13,2016-01-10,2016-01-13,Late,132.52
PUR003881,2016-01-05,ST206,SUP008,OFF-ST-10002574,10,145.86,2016-01-10,2016-01-12,Late,1458.6000000000001
PUR003882,2016-01-05,ST222,SUP004,FUR-TA-10003238,10,413.36,2016-01-09,2016-01-09,On Time,4133.6
PUR003883,2016-01-05,ST018,SUP009,OFF-PA-10002751,7,3.57,2016-01-08,2016-01-13,Late,24.99
PUR003884,2016-01-05,ST355,SUP003,OFF-PA-10001977,11,27.43,2016-01-12,2016-01-16,Late,301.73
PUR003885,2016-01-05,ST189,SUP014,OFF-ST-10000036,20,67.13,2016-01-09,2016-01-13,Late,1342.6
PUR003886,2016-01-05,ST188,SUP007,OFF-LA-10001474,13,16.17,2016-01-12,2016-01-13,Late,210.21000000000004
PUR003887,2016-01-05,ST399,SUP001,OFF-BI-10000069,8,7.9,2016-01-09,2016-01-14,Late,63.2
PUR003888,2016-01-05,ST069,SUP004,TEC-PH-10002200,17,253.35,2016-01-08,2016-01-11,Late,4306.95
PUR003889,2016-01-05,ST504,SUP011,TEC-PH-10004071,3,6.96,2016-01-10,2016-01-09,Early,20.88
PUR003890,2016-01-05,ST323,SUP011,TEC-PH-10001619,9,125.41,2016-01-09,2016-01-14,Late,1128.69
PUR003891,2016-01-05,ST125,SUP013,TEC-AC-10001383,19,22.61,2016-01-12,2016-01-13,Late,429.59
PUR003892,2016-01-05,ST074,SUP011,FUR-FU-10000320,6,1.69,2016-01-09,2016-01-14,Late,10.14
PUR003893,2016-01-05,ST059,SUP011,TEC-AC-10003610,14,29.16,2016-01-12,2016-01-17,Late,408.24
PUR003894,2016-01-05,ST585,SUP004,OFF-AP-10000358,11,9.52,2016-01-11,2016-01-15,Late,104.72
PUR003895,2016-01-05,ST284,SUP006,FUR-FU-10000277,13,78.23,2016-01-11,2016-01-10,Early,1016.99
PUR003896,2016-01-05,ST075,SUP010,FUR-TA-10001539,13,173.56,2016-01-09,2016-01-13,Late,2256.28
PUR003897,2016-01-05,ST275,SUP007,FUR-FU-10000723,4,36.61,2016-01-08,2016-01-07,Early,146.44
PUR003898,2016-01-05,ST351,SUP011,OFF-AP-10003040,20,26.2,2016-01-10,2016-01-12,Late,524.0
PUR003899,2016-01-05,ST094,SUP015,FUR-FU-10004017,10,44.81,2016-01-12,2016-01-16,Late,448.1
PUR003900,2016-01-05,ST606,SUP004,OFF-PA-10001736,14,19.13,2016-01-10,2016-01-12,Late,267.82
PUR003901,2016-01-05,ST190,SUP013,OFF-PA-10003309,19,3.37,2016-01-08,2016-01-10,Late,64.03
PUR003902,2016-01-05,ST260,SUP001,TEC-MA-10003353,2,420.64,2016-01-09,2016-01-11,Late,841.28
PUR003903,2016-01-05,ST509,SUP002,TEC-MA-10002178,7,373.82,2016-01-08,2016-01-08,On Time,2616.74
PUR003904,2016-01-05,ST207,SUP002,TEC-AC-10004518,4,11.35,2016-01-12,2016-01-12,On Time,45.4
PUR003905,2016-01-05,ST414,SUP010,OFF-LA-10002271,15,1.73,2016-01-11,2016-01-14,Late,25.95
PUR003906,2016-01-05,ST038,SUP007,FUR-CH-10003968,20,64.3,2016-01-12,2016-01-15,Late,1286.0
PUR003907,2016-01-05,ST437,SUP003,OFF-BI-10001679,17,4.19,2016-01-11,2016-01-13,Late,71.23
PUR003908,2016-01-05,ST190,SUP010,TEC-PH-10001578,9,263.36,2016-01-09,2016-01-11,Late,2370.2400000000002
PUR003909,2016-01-05,ST472,SUP001,OFF-LA-10002043,14,5.57,2016-01-10,2016-01-14,Late,77.98
PUR003910,2016-01-05,ST487,SUP009,OFF-ST-10003442,20,22.56,2016-01-12,2016-01-14,Late,451.2
PUR003911,2016-01-05,ST213,SUP011,TEC-AC-10001956,13,36.35,2016-01-12,2016-01-16,Late,472.55
PUR003912,2016-01-05,ST094,SUP010,FUR-FU-10001889,11,6.63,2016-01-11,2016-01-12,Late,72.92999999999999
PUR003913,2016-01-05,ST593,SUP009,OFF-BI-10002799,11,2.62,2016-01-10,2016-01-10,On Time,28.82
PUR003914,2016-01-05,ST163,SUP001,OFF-BI-10001308,9,3.19,2016-01-08,2016-01-11,Late,28.71
PUR003915,2016-01-05,ST358,SUP001,OFF-LA-10001404,4,1.9,2016-01-11,2016-01-16,Late,7.6
PUR003916,2016-01-05,ST577,SUP005,OFF-EN-10004459,14,3.72,2016-01-11,2016-01-16,Late,52.080000000000005
PUR003917,2016-01-05,ST052,SUP012,OFF-PA-10002109,11,2.56,2016-01-08,2016-01-08,On Time,28.16
PUR003918,2016-01-05,ST406,SUP008,OFF-FA-10003495,15,3.32,2016-01-10,2016-01-11,Late,49.8
PUR003919,2016-01-05,ST509,SUP007,OFF-PA-10000595,19,12.74,2016-01-11,2016-01-12,Late,242.06
PUR003920,2016-01-05,ST317,SUP008,OFF-BI-10004236,20,7.84,2016-01-08,2016-01-10,Late,156.8
PUR003921,2016-01-20,ST437,SUP006,FUR-FU-10000222,8,21.26,2016-01-23,2016-01-24,Late,170.08
PUR003922,2016-01-20,ST251,SUP007,OFF-BI-10000201,12,1.12,2016-01-25,2016-01-26,Late,13.440000000000001
PUR003923,2016-01-20,ST603,SUP001,OFF-BI-10003650,9,271.88,2016-01-26,2016-01-27,Late,2446.92
PUR003924,2016-01-20,ST476,SUP003,OFF-AR-10004272,20,1.24,2016-01-26,2016-01-25,Early,24.8
PUR003925,2016-01-20,ST367,SUP010,OFF-AR-10004757,5,2.37,2016-01-24,2016-01-27,Late,11.850000000000001
PUR003926,2016-01-20,ST051,SUP004,OFF-EN-10002230,14,42.02,2016-01-25,2016-01-28,Late,588.2800000000001
PUR003927,2016-01-20,ST377,SUP003,OFF-LA-10000081,16,2.04,2016-01-25,2016-01-24,Early,32.64
PUR003928,2016-01-20,ST424,SUP008,OFF-BI-10002813,7,1.1,2016-01-24,2016-01-26,Late,7.700000000000001
PUR003929,2016-01-20,ST322,SUP002,OFF-LA-10001074,11,6.29,2016-01-27,2016-01-28,Late,69.19
PUR003930,2016-01-20,ST584,SUP009,OFF-PA-10001534,18,3.45,2016-01-25,2016-01-28,Late,62.1
PUR003931,2016-01-20,ST424,SUP005,OFF-AR-10001468,14,22.15,2016-01-26,2016-01-26,On Time,310.09999999999997
PUR003932,2016-01-20,ST269,SUP013,OFF-BI-10001294,11,7.04,2016-01-25,2016-01-29,Late,77.44
PUR003933,2016-01-20,ST075,SUP005,OFF-FA-10003112,9,4.17,2016-01-25,2016-01-28,Late,37.53
PUR003934,2016-01-20,ST618,SUP015,OFF-BI-10002026,5,26.3,2016-01-27,2016-01-27,On Time,131.5
PUR003935,2016-01-20,ST265,SUP014,TEC-PH-10004094,9,124.8,2016-01-25,2016-01-28,Late,1123.2
PUR003936,2016-01-20,ST277,SUP010,TEC-PH-10001459,16,297.43,2016-01-26,2016-01-27,Late,4758.88
PUR003937,2016-01-20,ST575,SUP011,OFF-AR-10001972,2,1.25,2016-01-24,2016-01-24,On Time,2.5
PUR003938,2016-01-20,ST513,SUP006,FUR-CH-10004477,9,39.32,2016-01-26,2016-01-26,On Time,353.88
PUR003939,2016-01-20,ST590,SUP004,OFF-ST-10002974,17,31.86,2016-01-27,2016-01-31,Late,541.62
PUR003940,2016-01-20,ST277,SUP015,OFF-LA-10004689,18,1.56,2016-01-23,2016-01-23,On Time,28.080000000000002
PUR003941,2016-01-20,ST585,SUP001,OFF-BI-10001636,7,4.19,2016-01-26,2016-01-26,On Time,29.330000000000002
PUR003942,2016-01-20,ST491,SUP002,OFF-BI-10000756,3,2.2,2016-01-23,2016-01-25,Late,6.6000000000000005
PUR003943,2016-01-20,ST532,SUP014,TEC-PH-10001944,12,98.11,2016-01-25,2016-01-25,On Time,1177.32
PUR003944,2016-01-20,ST423,SUP013,OFF-AR-10003373,11,23.2,2016-01-25,2016-01-26,Late,255.2
PUR003945,2016-01-20,ST129,SUP003,FUR-CH-10004675,17,166.45,2016-01-23,2016-01-23,On Time,2829.6499999999996
PUR003946,2016-01-20,ST581,SUP005,OFF-BI-10001787,2,3.03,2016-01-26,2016-01-31,Late,6.06
PUR003947,2016-01-20,ST152,SUP002,OFF-FA-10001883,11,7.52,2016-01-27,2016-01-27,On Time,82.72
PUR003948,2016-01-20,ST145,SUP001,OFF-PA-10000176,20,8.99,2016-01-25,2016-01-24,Early,179.8
PUR003949,2016-01-20,ST473,SUP004,TEC-AC-10004975,6,77.77,2016-01-25,2016-01-30,Late,466.62
PUR003950,2016-01-20,ST610,SUP009,OFF-EN-10003567,14,12.5,2016-01-26,2016-01-26,On Time,175.0
PUR003951,2016-01-20,ST483,SUP011,OFF-AP-10001205,12,39.87,2016-01-23,2016-01-26,Late,478.43999999999994
PUR003952,2016-01-20,ST588,SUP002,FUR-TA-10001705,15,183.77,2016-01-27,2016-01-27,On Time,2756.55
PUR003953,2016-01-20,ST566,SUP006,FUR-FU-10002396,4,6.95,2016-01-25,2016-01-25,On Time,27.8
PUR003954,2016-01-20,ST398,SUP007,OFF-AP-10000696,10,10.04,2016-01-24,2016-01-23,Early,100.39999999999999
PUR003955,2016-01-20,ST564,SUP009,FUR-FU-10002045,4,11.76,2016-01-25,2016-01-24,Early,47.04
PUR003956,2016-01-20,ST196,SUP003,OFF-BI-10001359,8,456.07,2016-01-26,2016-01-26,On Time,3648.56
PUR003957,2016-01-20,ST200,SUP004,TEC-PH-10000127,6,17.76,2016-01-25,2016-01-27,Late,106.56
PUR003958,2016-01-20,ST213,SUP007,OFF-FA-10002988,11,0.96,2016-01-23,2016-01-22,Early,10.559999999999999
PUR003959,2016-01-20,ST594,SUP008,OFF-ST-10001963,11,93.1,2016-01-26,2016-01-29,Late,1024.1
PUR003960,2016-01-20,ST029,SUP009,OFF-AR-10001860,14,4.69,2016-01-23,2016-01-26,Late,65.66000000000001
PUR003961,2016-01-20,ST145,SUP015,OFF-AR-10001149,12,1.99,2016-01-27,2016-02-01,Late,23.88
PUR003962,2016-01-20,ST052,SUP010,TEC-AC-10000109,10,41.54,2016-01-24,2016-01-29,Late,415.4
PUR003963,2016-01-20,ST449,SUP008,OFF-EN-10003001,4,45.81,2016-01-25,2016-01-24,Early,183.24
PUR003964,2016-01-20,ST310,SUP001,OFF-AR-10001615,16,13.99,2016-01-24,2016-01-29,Late,223.84
PUR003965,2016-01-20,ST550,SUP004,OFF-SU-10000898,12,9.0,2016-01-25,2016-01-24,Early,108.0
PUR003966,2016-01-20,ST625,SUP009,OFF-LA-10001569,7,2.51,2016-01-25,2016-01-27,Late,17.57
PUR003967,2016-01-20,ST345,SUP008,OFF-BI-10003712,14,2.42,2016-01-24,2016-01-24,On Time,33.879999999999995
PUR003968,2016-01-20,ST240,SUP003,FUR-FU-10002379,8,33.82,2016-01-23,2016-01-23,On Time,270.56
PUR003969,2016-01-20,ST588,SUP007,FUR-BO-10001811,2,195.28,2016-01-23,2016-01-23,On Time,390.56
PUR003970,2016-01-20,ST023,SUP004,OFF-PA-10002986,8,3.74,2016-01-24,2016-01-24,On Time,29.92
PUR003971,2016-01-20,ST070,SUP008,FUR-CH-10004886,10,67.82,2016-01-23,2016-01-27,Late,678.1999999999999
PUR003972,2016-01-20,ST011,SUP006,OFF-SU-10004231,15,7.64,2016-01-26,2016-01-31,Late,114.6
PUR003973,2016-01-20,ST625,SUP008,OFF-AP-10003622,15,2.14,2016-01-27,2016-01-28,Late,32.1
PUR003974,2016-01-20,ST059,SUP012,OFF-BI-10004995,12,698.06,2016-01-24,2016-01-25,Late,8376.72
PUR003975,2016-01-20,ST178,SUP002,TEC-PH-10004071,13,6.87,2016-01-24,2016-01-28,Late,89.31
PUR003976,2016-01-20,ST500,SUP005,FUR-FU-10000576,20,157.02,2016-01-24,2016-01-24,On Time,3140.4
PUR003977,2016-01-20,ST135,SUP012,OFF-AP-10002311,2,36.35,2016-01-23,2016-01-23,On Time,72.7
PUR003978,2016-01-20,ST596,SUP002,OFF-AR-10001770,19,1.89,2016-01-23,2016-01-22,Early,35.91
PUR003979,2016-01-20,ST136,SUP003,TEC-PH-10000369,16,94.66,2016-01-25,2016-01-24,Early,1514.56
PUR003980,2016-01-20,ST424,SUP014,TEC-PH-10002555,13,174.7,2016-01-25,2016-01-29,Late,2271.1
PUR003981,2016-01-20,ST105,SUP013,TEC-PH-10004042,19,116.77,2016-01-26,2016-01-30,Late,2218.63
PUR003982,2016-01-20,ST424,SUP005,OFF-AR-10001955,17,13.39,2016-01-23,2016-01-26,Late,227.63
PUR003983,2016-01-20,ST396,SUP001,OFF-BI-10004728,7,2.82,2016-01-25,2016-01-29,Late,19.74
PUR003984,2016-01-20,ST452,SUP014,FUR-FU-10002253,19,24.77,2016-01-24,2016-01-29,Late,470.63
PUR003985,2016-01-20,ST518,SUP006,FUR-FU-10002445,17,5.83,2016-01-23,2016-01-23,On Time,99.11
PUR003986,2016-01-20,ST599,SUP001,OFF-AP-10003287,6,35.35,2016-01-25,2016-01-27,Late,212.10000000000002
PUR003987,2016-01-20,ST261,SUP005,OFF-BI-10002557,14,2.39,2016-01-27,2016-01-31,Late,33.46
PUR003988,2016-01-20,ST256,SUP008,OFF-FA-10000936,6,1.97,2016-01-24,2016-01-26,Late,11.82
PUR003989,2016-01-20,ST191,SUP002,OFF-AR-10002956,20,17.17,2016-01-23,2016-01-23,On Time,343.40000000000003
PUR003990,2016-01-20,ST123,SUP001,FUR-CH-10002024,4,514.35,2016-01-27,2016-01-29,Late,2057.4
PUR003991,2016-01-20,ST355,SUP012,OFF-BI-10000279,18,6.96,2016-01-27,2016-01-29,Late,125.28
PUR003992,2016-01-20,ST076,SUP015,TEC-MA-10004458,3,53.23,2016-01-26,2016-01-31,Late,159.69
PUR003993,2016-01-20,ST299,SUP008,OFF-BI-10001634,3,3.98,2016-01-23,2016-01-28,Late,11.94
PUR003994,2016-01-20,ST107,SUP006,OFF-PA-10004101,9,3.44,2016-01-27,2016-01-30,Late,30.96
PUR003995,2016-01-20,ST613,SUP003,FUR-FU-10001876,10,21.6,2016-01-25,2016-01-29,Late,216.0
PUR003996,2016-01-20,ST180,SUP003,FUR-CH-10000665,5,105.56,2016-01-24,2016-01-26,Late,527.8
PUR003997,2016-01-20,ST226,SUP004,OFF-BI-10003963,14,4.05,2016-01-27,2016-01-29,Late,56.699999999999996
PUR003998,2016-01-20,ST297,SUP006,FUR-FU-10001852,7,1.1,2016-01-24,2016-01-24,On Time,7.700000000000001
PUR003999,2016-01-20,ST329,SUP007,TEC-PH-10002660,5,49.72,2016-01-25,2016-01-28,Late,248.6
PUR004000,2016-01-20,ST200,SUP004,OFF-FA-10000134,14,4.29,2016-01-23,2016-01-27,Late,60.06
PUR004001,2016-02-05,ST297,SUP004,OFF-AR-10004691,19,16.82,2016-02-10,2016-02-11,Late,319.58
PUR004002,2016-02-05,ST019,SUP014,TEC-AC-10000844,16,58.5,2016-02-10,2016-02-13,Late,936.0
PUR004003,2016-02-05,ST595,SUP010,TEC-PH-10004908,18,59.48,2016-02-10,2016-02-09,Early,1070.6399999999999
PUR004004,2016-02-05,ST171,SUP013,OFF-AR-10000940,10,2.13,2016-02-08,2016-02-13,Late,21.299999999999997
PUR004005,2016-02-05,ST520,SUP007,OFF-BI-10000309,13,7.94,2016-02-10,2016-02-09,Early,103.22
PUR004006,2016-02-05,ST459,SUP011,OFF-PA-10003729,12,3.16,2016-02-11,2016-02-12,Late,37.92
PUR004007,2016-02-05,ST215,SUP011,OFF-BI-10001267,7,3.14,2016-02-09,2016-02-12,Late,21.98
PUR004008,2016-02-05,ST190,SUP005,OFF-PA-10003651,12,3.41,2016-02-11,2016-02-13,Late,40.92
PUR004009,2016-02-05,ST164,SUP003,FUR-FU-10003577,17,8.85,2016-02-10,2016-02-13,Late,150.45
PUR004010,2016-02-05,ST409,SUP002,OFF-AR-10002375,6,2.1,2016-02-10,2016-02-13,Late,12.600000000000001
PUR004011,2016-02-05,ST138,SUP010,OFF-BI-10003656,4,85.22,2016-02-08,2016-02-12,Late,340.88
PUR004012,2016-02-05,ST162,SUP015,OFF-PA-10003673,13,3.71,2016-02-09,2016-02-12,Late,48.23
PUR004013,2016-02-05,ST421,SUP006,FUR-FU-10002671,11,6.43,2016-02-09,2016-02-08,Early,70.72999999999999
PUR004014,2016-02-05,ST596,SUP006,TEC-AC-10002399,6,13.17,2016-02-11,2016-02-11,On Time,79.02
PUR004015,2016-02-05,ST158,SUP011,OFF-AP-10002945,15,191.14,2016-02-11,2016-02-11,On Time,2867.1
PUR004016,2016-02-05,ST044,SUP003,OFF-AR-10000896,11,2.51,2016-02-11,2016-02-13,Late,27.61
PUR004017,2016-02-05,ST527,SUP005,OFF-BI-10003274,4,2.04,2016-02-08,2016-02-12,Late,8.16
PUR004018,2016-02-05,ST210,SUP004,FUR-FU-10001852,19,1.15,2016-02-08,2016-02-08,On Time,21.849999999999998
PUR004019,2016-02-05,ST045,SUP001,OFF-BI-10002794,19,21.99,2016-02-10,2016-02-13,Late,417.80999999999995
PUR004020,2016-02-05,ST161,SUP004,TEC-AC-10003033,19,236.61,2016-02-08,2016-02-13,Late,4495.59
PUR004021,2016-02-05,ST097,SUP003,OFF-ST-10003058,4,15.71,2016-02-09,2016-02-14,Late,62.84
PUR004022,2016-02-05,ST524,SUP005,FUR-FU-10004071,4,87.16,2016-02-08,2016-02-12,Late,348.64
PUR004023,2016-02-05,ST446,SUP014,FUR-TA-10002041,13,160.79,2016-02-12,2016-02-14,Late,2090.27
PUR004024,2016-02-05,ST306,SUP007,OFF-BI-10000343,19,2.6,2016-02-08,2016-02-07,Early,49.4
